Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,TotalBsmtSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Expensive_Neighborhood,HomeQuality,YearsSinceLastRemodel,House_SF,Total_Baths
351,7820,9,5,2007,2007,362.0,1869,1869,0,1869,2,1,6,1,2007.0,2,617,210,54,0,0,0,0,0,12,2007,12.670001611311875,1,0,0,0,1,0,0,0,1.0,14,0,1869,2.0
352,5271,7,5,1986,1986,0.0,371,1453,0,1453,2,1,6,1,1986.0,2,445,0,80,0,0,184,0,0,12,2006,12.154784614286667,0,0,0,1,0,0,1,0,0.0,12,20,2535,2.8
353,9084,5,6,1941,1950,0.0,0,616,0,1111,3,1,5,0,1941.0,1,200,48,0,0,0,0,0,0,3,2008,11.461642696843066,0,0,0,1,0,0,0,1,0.0,11,58,1727,1.8
354,8520,6,8,1928,2003,0.0,624,624,0,720,2,1,5,0,2005.0,2,484,106,0,0,0,0,0,0,5,2010,11.570259974415547,0,0,0,1,0,0,0,1,0.0,14,7,720,1.0
355,8400,6,5,1940,2000,0.0,552,940,0,1595,2,1,6,2,1940.0,1,240,0,0,108,0,0,0,0,6,2006,11.849404844423074,0,0,0,1,0,0,0,1,0.0,11,6,1983,1.0
356,11249,6,5,1995,1995,0.0,322,1200,0,1200,3,1,6,0,1995.0,2,521,0,26,0,0,0,0,0,8,2007,12.086731521684555,0,0,1,0,0,0,1,0,0.0,11,12,2078,3.0
357,9248,6,6,1992,1992,106.0,598,1158,0,1167,3,1,6,0,1992.0,2,400,120,26,0,0,0,0,0,7,2009,12.06105265381003,0,0,0,1,0,0,1,0,0.0,12,17,1727,3.0
358,4224,5,5,1976,1976,0.0,268,1142,0,1142,3,1,6,1,1976.0,2,528,536,90,0,0,0,0,0,8,2007,11.80560254159177,0,0,0,1,0,0,0,1,0.0,10,31,2016,2.8
359,6930,5,4,1958,1958,120.0,468,1062,0,1352,3,1,6,0,1958.0,1,288,168,0,294,0,0,0,0,7,2006,11.775297421715827,0,0,0,1,0,0,1,0,0.0,9,48,1946,1.8
360,12011,8,5,1998,1998,530.0,130,1086,0,1924,3,1,7,1,1998.0,2,592,208,75,0,0,374,0,0,6,2006,12.54254845357358,0,0,1,0,0,0,1,0,1.0,13,8,2880,3.8
361,7540,6,6,1978,1978,0.0,115,888,0,912,2,1,5,1,1978.0,2,470,0,0,0,0,192,0,0,6,2007,11.957617696467539,0,0,0,1,0,0,0,1,0.0,12,29,1685,2.0
362,9144,5,5,1940,1982,0.0,484,883,0,1505,3,1,8,0,1940.0,1,240,0,0,0,0,0,0,0,7,2008,11.884495917930655,0,0,0,1,0,0,0,1,0.0,10,26,1904,2.0
363,7301,7,5,2003,2003,500.0,0,0,0,1922,4,1,7,1,2003.0,2,672,0,0,177,0,0,0,0,7,2009,12.198549416880068,0,0,1,0,0,0,1,0,0.0,12,6,1922,3.0
364,1680,6,8,1972,2007,510.0,321,483,0,987,2,1,5,0,1972.0,1,264,250,0,0,0,0,0,0,5,2009,11.678448377988165,0,0,0,1,0,0,1,0,0.0,14,2,1149,1.8
365,18800,6,5,1976,1976,120.0,84,796,0,1574,3,1,6,1,1976.0,2,566,306,111,0,0,0,0,0,7,2006,12.154784614286667,0,0,0,1,0,0,0,1,0.0,11,30,2286,3.8
366,10690,5,7,1920,1997,0.0,216,672,0,1344,3,1,6,0,1964.0,1,468,0,128,218,0,0,0,0,7,2009,11.898194668458823,0,0,0,1,0,0,0,1,0.0,12,12,1800,1.0
367,9500,6,5,1963,1963,247.0,785,1394,0,1394,3,1,6,2,1963.0,2,514,0,76,0,0,185,0,0,7,2009,11.976665770490767,0,0,0,1,0,0,0,1,0.0,11,46,2003,2.8
368,9150,6,5,1962,1962,305.0,728,1099,0,1431,3,1,6,1,1962.0,1,296,64,110,0,0,0,0,0,12,2008,12.013706813470414,0,0,0,1,0,0,0,1,0.0,11,46,1802,1.8
369,7800,5,6,1954,1954,200.0,728,1268,0,1268,2,1,7,1,1954.0,1,244,0,98,0,0,0,0,0,3,2010,11.790564777297387,0,0,0,1,0,0,0,1,0.0,11,56,1808,1.0
370,9830,5,7,1959,2006,0.0,733,1063,0,1287,3,1,7,1,1997.0,2,576,364,17,0,0,182,0,0,3,2010,11.995357787034976,0,0,0,1,0,0,1,0,0.0,12,4,1617,2.0
371,8121,6,5,2000,2000,0.0,953,953,0,1664,3,1,7,1,2000.0,2,460,100,40,0,0,0,0,0,1,2006,12.057578437658945,0,0,0,1,0,0,0,1,0.0,11,6,1664,2.8
372,17120,4,4,1959,1959,0.0,0,0,0,1588,4,1,7,1,1991.0,2,680,0,59,0,0,0,0,0,7,2008,11.808821212646512,0,0,0,1,0,0,0,1,0.0,8,49,1588,2.0
373,7175,6,5,1984,1984,0.0,0,744,0,752,2,1,4,0,1984.0,1,264,353,0,0,0,90,0,0,2,2010,11.736077016252437,0,0,0,1,0,0,0,1,0.0,11,26,1496,2.0
374,10634,5,6,1953,1953,0.0,0,608,0,1319,3,1,5,0,1953.0,1,270,66,0,0,0,0,0,0,11,2009,11.719947764402807,0,0,0,1,0,0,0,1,0.0,11,56,1927,2.0
375,8200,7,5,2003,2004,0.0,847,847,0,1928,4,1,8,1,2003.0,2,434,100,48,0,0,0,0,0,7,2007,12.299112067295642,0,0,1,0,0,0,1,0,0.0,12,3,1928,2.8
376,10020,1,1,1922,1950,0.0,333,683,0,904,1,1,4,0,1980.0,0,0,0,0,0,0,0,0,0,3,2009,11.0186455364637,0,1,0,0,0,1,0,0,0.0,2,59,1254,1.8
377,8846,5,5,1996,1996,0.0,572,870,0,914,2,1,5,0,1998.0,2,576,0,0,0,0,0,0,0,7,2006,11.904974309480181,0,0,1,0,0,0,0,1,0.0,10,10,1212,1.0
378,11143,8,5,2004,2005,0.0,1580,1580,0,2466,4,1,8,1,2004.0,2,610,159,214,0,0,0,0,0,12,2007,12.73670383776449,0,0,1,0,0,0,1,0,1.0,13,2,2466,3.0
379,11394,9,2,2010,2010,350.0,411,1856,0,1856,1,1,8,1,2010.0,3,834,113,0,0,0,0,0,0,6,2010,12.885204569609956,0,0,1,0,1,0,0,0,1.0,11,0,3301,2.8
380,8123,6,5,2000,2000,16.0,982,982,0,1800,3,1,7,1,2000.0,2,463,100,63,0,0,0,0,0,6,2009,12.095146671399466,0,0,0,1,0,0,0,1,0.0,11,9,1800,2.8
381,5000,5,6,1924,1950,0.0,808,1026,0,1691,3,1,6,1,1924.0,1,308,0,0,242,0,0,0,0,5,2010,11.751950239425476,0,0,0,1,0,0,1,0,0.0,11,60,1909,2.0
382,7200,7,5,2006,2006,0.0,1293,1293,0,1301,2,1,5,1,2006.0,2,572,216,121,0,0,0,0,0,8,2006,12.142871895843887,0,0,1,0,0,0,1,0,1.0,12,0,1301,3.0
383,9245,7,5,2006,2006,0.0,939,939,0,1797,3,1,8,0,2006.0,2,639,144,53,0,0,0,0,0,4,2007,12.271396795480596,0,0,1,0,0,0,1,0,0.0,12,1,1797,2.8
384,9000,6,3,1928,1950,0.0,784,784,0,784,2,1,5,0,1950.0,2,360,0,0,91,0,0,0,0,10,2009,11.23850177707664,0,0,0,1,0,0,0,1,0.0,9,59,784,1.0
385,53107,6,5,1992,1992,0.0,595,1580,0,1953,3,1,9,2,1992.0,2,501,216,231,0,0,0,0,0,6,2007,12.388398368982115,0,0,1,0,0,0,1,0,0.0,11,15,2938,3.8
386,3182,8,5,2004,2005,16.0,1232,1256,0,1269,2,1,6,1,2004.0,2,430,146,20,0,0,144,0,0,4,2010,12.165255859329688,0,0,1,0,0,0,1,0,0.0,13,5,1293,2.0
387,8410,5,3,1910,1996,0.0,658,658,0,1184,5,1,8,0,1980.0,0,0,0,151,0,0,0,0,0,5,2006,11.302216779257382,0,0,0,1,0,0,0,1,0.0,8,10,1184,1.0
388,7200,6,6,1976,1976,255.0,410,1041,0,1125,3,1,6,1,1977.0,1,352,296,0,0,0,0,0,0,10,2009,11.736077016252437,0,0,0,1,0,0,0,1,0.0,12,33,1756,2.0
389,9382,7,5,1999,2000,125.0,1468,1468,0,1479,3,1,6,0,1999.0,2,577,120,25,0,0,0,0,0,7,2008,12.160033942617156,0,0,1,0,0,0,1,0,0.0,12,8,1479,2.0
390,12474,10,5,2007,2008,272.0,402,1682,0,2332,3,1,9,1,2008.0,3,846,196,134,0,0,0,0,0,8,2008,12.962196972666593,1,0,0,0,1,0,0,0,1.0,15,0,3612,3.8
391,8405,5,8,1900,1950,0.0,229,861,0,1367,4,1,7,0,1978.0,1,384,0,130,112,0,0,0,0,4,2008,11.686887175419702,0,0,0,1,0,0,0,1,0.0,13,58,1999,2.0
392,12209,6,5,2001,2002,0.0,114,804,0,1961,3,1,7,1,2001.0,2,560,125,192,0,0,0,0,0,6,2009,12.278397958261774,0,0,0,1,0,0,1,0,0.0,11,7,2651,3.8
393,8339,5,7,1959,1959,0.0,0,0,0,882,3,1,5,0,1959.0,1,294,0,0,0,0,0,0,1200,7,2007,11.575909653758895,0,0,0,1,0,0,0,1,0.0,12,48,882,1.0
394,7446,4,5,1941,1950,0.0,522,788,0,788,2,1,4,2,1980.0,0,0,0,0,0,0,0,0,0,4,2006,11.51293546492023,0,0,0,1,0,0,0,1,0.0,9,56,1054,1.0
395,10134,5,6,1940,1950,0.0,735,735,0,1034,2,1,5,0,1940.0,1,240,0,39,0,0,0,0,0,7,2007,11.599112335481124,0,0,0,1,0,0,0,1,0.0,11,57,1034,1.0
396,9571,5,6,1956,1956,0.0,405,1144,0,1144,3,1,6,0,1956.0,1,596,44,0,0,0,0,0,0,6,2010,11.767575435251748,0,0,0,1,0,0,0,1,0.0,11,54,1883,2.0
397,7200,5,5,1972,1972,0.0,117,894,0,894,2,1,6,0,1985.0,2,600,215,0,0,0,0,0,0,9,2009,11.719947764402807,0,0,0,1,0,0,0,1,0.0,10,37,1671,1.0
398,7590,5,5,1962,1962,288.0,324,864,0,1812,4,1,8,1,1962.0,1,264,0,168,0,0,0,0,0,7,2007,12.040614105490253,0,0,0,1,0,0,0,1,0.0,10,45,2352,2.0
399,8967,5,2,1920,1950,0.0,961,961,0,1077,2,1,6,0,1920.0,1,338,0,0,0,0,0,0,0,11,2007,11.112462823634855,0,0,0,1,0,0,0,1,0.0,7,57,1077,1.0
400,8125,7,5,2006,2007,100.0,280,1092,0,1550,2,1,7,0,2007.0,2,438,0,168,0,0,0,0,0,10,2009,12.392556361841777,0,0,1,0,0,0,1,0,1.0,12,2,2362,3.0
401,14963,8,5,1996,1996,0.0,474,1260,0,1288,1,1,4,2,1996.0,2,500,120,30,0,0,224,0,0,12,2008,12.411056299528171,0,0,1,0,1,0,0,0,0.0,13,12,2074,2.8
402,8767,7,5,2005,2005,0.0,1286,1310,0,1310,3,1,6,1,2005.0,2,400,0,0,0,0,0,0,0,7,2006,12.013646205940514,0,0,1,0,0,0,1,0,0.0,12,1,1334,2.0
403,10200,5,8,1940,1997,0.0,672,672,0,672,2,1,4,0,1940.0,1,240,168,0,0,0,0,0,0,8,2008,11.58989576532275,0,0,0,1,0,0,0,1,0.0,13,11,672,1.0
404,12090,8,5,1998,1998,650.0,1141,1141,0,2263,4,1,10,1,1998.0,2,420,144,123,0,0,0,0,0,7,2006,12.460718739865236,0,0,1,0,0,0,1,0,1.0,13,8,2263,2.8
405,10364,6,5,1995,1996,0.0,806,806,0,1572,3,1,7,1,1995.0,2,373,0,40,0,0,0,0,0,5,2007,12.031725210748633,0,0,0,1,0,0,0,1,0.0,11,11,1572,2.8
406,9991,4,4,1976,1993,0.0,165,1281,0,1620,3,1,8,1,1993.0,2,490,120,78,0,0,0,0,0,6,2009,11.918397239722838,0,0,0,1,0,0,0,1,0.0,8,16,2736,3.0
407,10480,6,5,1936,1950,0.0,1064,1064,473,1639,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,3,2008,11.652696102959753,0,0,0,1,0,0,0,1,0.0,11,58,1166,1.0
408,15576,6,7,1915,1976,0.0,840,840,0,1680,4,1,8,0,1960.0,1,308,0,0,160,0,0,0,0,3,2008,12.083910661257521,0,0,0,1,0,0,0,1,1.0,13,32,1680,2.0
409,14154,7,5,2006,2006,350.0,1063,1063,0,2172,3,1,9,1,2006.0,3,947,192,62,0,0,0,0,0,8,2007,12.54254845357358,0,0,1,0,0,0,1,0,1.0,12,1,2172,2.8
410,10800,8,5,2007,2008,100.0,245,1034,0,2078,3,1,8,1,2008.0,3,836,0,102,0,0,0,0,0,4,2008,12.73596827534975,0,0,1,0,1,0,0,0,1.0,13,0,2867,3.8
411,9571,5,3,1958,1958,0.0,1276,1276,0,1276,3,1,5,0,1958.0,1,350,0,0,0,0,0,0,0,6,2009,11.002116507732017,0,0,0,1,0,0,0,1,0.0,8,51,1276,1.0
412,34650,5,5,1955,1955,0.0,0,1056,0,1056,3,1,5,0,1955.0,2,572,264,0,0,0,0,0,0,1,2006,11.884495917930655,0,0,0,1,0,0,0,1,0.0,10,51,2112,2.0
413,4403,7,5,2009,2009,432.0,892,1470,0,1478,2,1,7,1,2009.0,2,484,0,144,0,0,0,0,0,6,2010,12.310437165348775,1,0,0,0,0,0,1,0,1.0,12,1,2056,3.8
414,8960,5,6,1927,1950,0.0,1008,1008,0,1028,2,1,5,1,1927.0,2,360,0,0,130,0,0,0,0,3,2010,11.652696102959753,0,0,0,1,0,0,0,1,0.0,11,60,1028,1.0
415,11228,7,5,1993,1993,0.0,499,1080,0,2097,3,1,9,1,1993.0,3,678,196,187,0,0,0,0,0,12,2008,12.337105293891872,0,0,1,0,0,0,1,0,0.0,12,15,2678,3.5999999999999996
416,8899,7,5,2007,2007,0.0,1316,1340,0,1340,3,1,6,0,2007.0,2,396,100,30,0,0,0,0,0,8,2007,12.106997888588934,0,0,1,0,0,0,1,0,0.0,12,0,1364,2.0
417,7844,6,7,1978,1978,203.0,463,672,0,1400,3,1,6,1,1978.0,2,440,0,0,0,0,0,0,0,3,2006,11.915058360753719,0,0,0,1,0,0,0,1,0.0,13,28,1609,1.8
418,22420,6,6,1918,1950,0.0,242,1370,0,2624,4,1,10,1,1918.0,3,864,0,0,0,0,0,0,0,11,2007,12.384223015005313,0,0,0,1,0,0,0,1,1.0,12,57,3752,3.8
419,8160,5,6,1940,1950,0.0,444,756,0,1134,3,1,7,0,1940.0,1,240,0,0,0,0,0,0,0,4,2007,11.744045122410057,0,0,0,1,0,0,0,1,0.0,11,57,1446,2.8
420,8450,5,6,1968,1968,0.0,281,1056,0,1056,3,1,6,1,1968.0,1,304,0,85,184,0,0,0,0,7,2010,11.863589378812122,0,0,0,1,0,0,0,1,0.0,11,42,1831,2.0
421,7060,7,5,1997,1998,200.0,35,1344,0,1344,2,2,8,0,1997.0,4,784,0,0,0,0,0,0,0,11,2008,12.237091546357338,0,0,0,1,0,0,0,1,0.0,12,10,2653,4.0
422,16635,6,7,1977,2000,126.0,356,1602,0,1602,3,1,8,1,1977.0,2,529,240,0,0,0,0,0,0,6,2009,12.278397958261774,0,0,1,0,0,0,1,0,0.0,13,9,2848,2.8
423,21750,5,5,1954,1954,0.0,988,988,0,988,2,1,4,0,1954.0,2,520,0,0,0,0,0,0,0,2,2008,11.635151947212842,0,0,0,1,0,0,0,1,0.0,10,54,988,1.0
424,9200,8,5,1998,1998,473.0,484,1470,0,2630,4,1,8,1,1998.0,3,696,0,66,0,0,0,0,0,6,2008,12.660331092405906,0,0,1,0,0,0,1,0,1.0,13,10,3616,3.8
425,9000,6,5,1956,1956,74.0,580,1196,0,1196,2,1,6,1,1956.0,1,297,0,44,0,0,0,0,0,5,2008,11.842236406331555,0,0,0,1,0,0,0,1,0.0,11,52,1812,2.0
426,3378,7,8,1946,1992,0.0,651,651,0,1389,3,1,6,2,1947.0,1,240,0,0,126,0,0,0,0,9,2009,11.813037464800539,0,0,0,1,0,0,0,1,0.0,15,17,1389,1.8
427,12800,7,5,1989,1989,145.0,0,1518,0,1644,2,1,5,1,1989.0,2,569,80,0,0,0,396,0,0,8,2009,12.524530013005734,0,0,1,0,0,0,1,0,0.0,12,20,3162,3.8
428,8593,4,6,1957,1957,0.0,619,907,0,907,3,1,5,0,1964.0,1,352,0,0,0,0,0,0,0,7,2008,11.599185726610004,0,0,0,1,0,0,0,1,0.0,10,51,1195,1.0
429,6762,7,5,2007,2007,108.0,544,1208,0,1208,2,1,6,0,2007.0,2,628,105,54,0,0,0,0,0,9,2007,12.182809136284991,0,0,1,0,0,0,1,0,0.0,12,0,1872,3.0
430,11457,6,5,1988,1988,0.0,387,1392,0,1412,3,1,6,1,1988.0,2,576,0,0,169,0,0,0,0,3,2009,12.07254696717504,0,0,0,1,0,0,1,0,0.0,11,21,2417,3.0
431,1680,6,5,1971,1971,232.0,96,483,0,987,2,1,4,0,1971.0,1,264,0,0,0,0,0,0,0,7,2008,11.355113089309977,0,0,0,1,0,0,0,1,0.0,11,37,1374,1.8
432,5586,6,7,1920,1998,0.0,901,901,0,1198,4,1,7,0,1980.0,0,0,0,98,0,0,0,0,0,9,2008,11.288543647320601,0,0,0,1,0,0,0,1,0.0,13,10,1198,1.0
433,1920,5,5,1971,1971,376.0,294,765,0,1365,2,1,6,0,1971.0,2,440,240,36,0,0,0,0,0,8,2007,11.715874472198905,0,0,0,1,0,0,0,1,0.0,10,36,1836,2.8
434,10839,6,5,1997,1998,0.0,926,926,0,1604,3,1,7,1,1997.0,2,470,0,36,0,0,0,0,0,7,2008,12.10625783509458,0,0,0,1,0,0,0,1,0.0,11,10,1604,2.8
435,1890,4,7,1972,1972,0.0,135,630,0,630,1,1,3,0,1980.0,0,0,88,0,0,0,0,0,0,6,2008,11.302216779257382,0,0,0,1,0,0,0,1,0.0,11,36,1125,2.0
436,10667,7,6,1996,1996,0.0,70,799,0,1661,3,1,6,1,1996.0,2,550,158,61,0,0,0,0,0,4,2009,12.264346270624157,0,0,1,0,0,0,1,0,0.0,13,13,2390,3.8
437,4400,6,8,1920,1950,0.0,648,648,0,1118,2,1,6,0,1990.0,2,440,0,0,0,0,0,0,0,10,2006,11.661354090741,0,0,0,1,0,0,0,1,0.0,14,56,1118,1.0
438,6000,6,7,1926,2004,0.0,884,884,0,904,2,1,4,0,1926.0,1,180,0,0,105,0,0,0,0,1,2009,11.686887175419702,0,0,1,0,0,0,0,1,0.0,13,5,904,1.0
439,4280,5,6,1913,2002,0.0,75,440,0,694,2,1,4,1,1990.0,1,352,0,0,34,0,0,0,0,3,2007,11.411457364027745,0,0,0,1,0,0,1,0,1.0,11,5,1059,1.0
440,12354,6,8,1920,2000,0.0,684,684,0,1196,3,1,7,0,2005.0,2,528,0,46,0,0,0,0,800,8,2009,11.608244735642321,0,0,0,1,0,0,1,0,0.0,14,9,1196,1.0
441,15431,10,5,2008,2008,200.0,788,3094,0,2402,2,1,10,2,2008.0,3,672,0,72,0,0,170,0,0,4,2009,13.22672519452875,1,0,0,0,1,0,0,0,1.0,15,1,4708,3.0
442,12108,4,4,1955,1955,270.0,1307,1440,0,1440,4,2,8,0,1980.0,0,0,0,0,0,0,0,0,0,9,2008,11.678448377988165,0,0,0,1,0,1,0,0,0.0,8,53,1573,2.0
443,6240,5,7,1930,1992,0.0,1078,1078,0,1573,3,1,8,1,1930.0,2,360,0,0,0,0,0,0,0,6,2008,12.000897933306716,0,0,0,1,0,0,0,1,0.0,12,16,1573,2.0
444,3922,7,5,2006,2007,72.0,1258,1258,0,1258,2,1,6,1,2007.0,3,648,144,16,0,0,0,0,0,6,2007,12.058158312538197,0,0,1,0,0,0,1,0,0.0,12,0,1258,2.0
445,8750,7,5,1994,1995,0.0,273,915,0,1908,4,1,8,1,1994.0,2,493,144,133,0,0,0,0,0,7,2008,12.25486757159303,0,0,1,0,0,0,1,0,0.0,12,13,2550,3.8
446,9855,6,5,1956,1956,0.0,1436,1436,0,1689,3,1,7,1,1956.0,2,480,0,0,0,0,0,0,0,11,2009,11.755879486687116,0,0,0,1,0,0,0,1,0.0,11,53,1689,1.0
447,16492,6,6,1966,2002,0.0,557,1517,0,1888,2,1,6,1,1966.0,2,578,0,0,0,0,0,0,0,6,2010,12.154784614286667,0,0,1,0,0,0,1,0,0.0,12,8,2848,2.8
448,11214,7,5,1998,1999,0.0,930,930,0,1886,4,1,10,1,1998.0,2,431,89,0,0,0,0,0,0,7,2006,12.20557752297723,0,0,1,0,0,0,1,0,0.0,12,7,1886,2.8
449,8600,6,6,1937,1950,0.0,780,780,0,1376,3,1,7,1,1937.0,1,198,0,0,0,0,0,0,0,6,2006,11.691080018519527,0,0,0,1,0,0,0,1,0.0,12,56,1376,2.0
450,6000,3,7,1948,2002,0.0,318,649,0,1183,2,1,6,0,1981.0,1,308,0,176,0,0,0,0,0,6,2007,11.695255355062795,0,0,0,1,0,0,0,1,0.0,10,5,1514,1.8
451,5684,6,8,1930,2005,0.0,813,813,0,813,2,1,5,0,1932.0,1,270,0,113,0,0,0,0,0,6,2006,11.608244735642321,0,0,0,1,0,0,1,0,0.0,14,1,813,1.0
452,70761,7,5,1975,1975,0.0,878,1533,0,1533,2,1,5,2,1975.0,2,576,200,54,0,0,0,0,0,12,2006,12.54254845357358,0,0,0,1,0,0,1,0,0.0,12,31,2188,3.0
453,9303,6,5,1996,1997,42.0,130,872,0,1756,3,1,7,0,1996.0,2,422,144,122,0,0,0,0,0,7,2007,12.225880174775122,0,0,1,0,0,0,0,1,0.0,11,10,2498,3.8
454,9000,8,5,2008,2008,0.0,768,768,0,1590,3,1,6,0,2008.0,2,676,0,30,0,0,0,0,0,6,2009,12.25486757159303,0,0,1,0,0,0,1,0,1.0,13,1,1590,2.8
455,9297,5,5,1976,1976,0.0,122,1728,0,1728,4,2,8,0,1976.0,2,560,0,0,0,0,0,0,0,7,2006,12.144202560946876,0,0,0,1,0,0,0,1,0.0,10,30,3334,4.0
456,9600,7,6,1973,1973,320.0,326,1242,0,1242,3,1,6,1,1973.0,2,528,0,0,0,0,0,0,0,9,2007,12.075400019877522,0,0,0,1,0,0,0,1,0.0,13,34,2158,1.8
457,4571,5,5,1916,1950,0.0,624,624,0,1344,4,1,7,0,1916.0,3,513,0,0,96,0,0,0,0,5,2008,11.49273296168228,0,0,0,1,0,0,0,1,0.0,10,58,1344,1.0
458,53227,4,6,1954,1994,0.0,248,1364,0,1663,2,1,6,2,1954.0,2,529,224,137,0,0,0,0,0,3,2008,12.45293662970407,0,0,0,1,0,0,1,0,0.0,10,14,2779,2.0
459,5100,8,7,1925,1996,0.0,588,588,0,1666,3,1,7,1,1925.0,1,228,192,63,0,0,0,0,0,6,2008,11.989165855127435,0,0,0,1,0,0,1,0,0.0,15,12,1666,1.0
460,7015,5,4,1950,1950,161.0,524,709,0,1203,3,1,5,1,1950.0,1,352,0,0,248,0,0,0,0,7,2009,11.608244735642321,0,0,0,1,0,0,1,0,0.0,9,59,1388,2.0
461,8004,8,5,2009,2009,110.0,288,832,0,1935,3,1,8,0,2009.0,2,552,0,150,0,0,0,0,0,12,2009,12.481565733211923,0,0,1,0,0,0,0,1,1.0,13,0,2479,3.8
462,7200,7,9,1936,2007,0.0,0,560,0,1135,3,1,6,0,1971.0,2,576,256,0,0,0,0,0,0,4,2009,11.951186847493476,0,0,1,0,0,0,1,0,0.0,16,2,1695,2.0
463,8281,5,5,1965,1965,0.0,0,864,0,864,3,1,5,1,1965.0,1,360,0,0,236,0,0,0,0,12,2009,11.04106411122238,0,0,0,1,0,0,0,1,0.0,10,44,1728,1.0
464,11988,6,7,1934,1995,0.0,389,715,0,1660,3,1,6,1,1939.0,1,240,0,0,0,0,0,0,0,8,2008,12.147919030759663,0,0,0,1,0,0,0,1,1.0,13,13,1986,1.8
465,8430,5,5,1978,1978,136.0,424,1040,0,1040,3,1,5,0,1980.0,0,0,0,0,0,0,0,0,0,8,2009,11.728044909070785,0,0,0,1,0,0,0,1,0.0,10,31,1656,2.0
466,3072,7,5,2004,2004,18.0,1375,1375,0,1414,2,1,6,1,2004.0,2,398,144,20,0,0,0,0,0,5,2006,12.093693109638318,0,0,1,0,0,0,1,0,0.0,12,2,1414,2.0
467,10628,7,5,1970,1970,0.0,499,1277,0,1277,2,1,5,1,1970.0,2,526,0,0,0,0,176,0,0,4,2007,12.025755079404917,0,0,0,1,0,0,0,1,0.0,12,37,2055,2.0
468,9480,5,7,1942,1995,224.0,342,728,0,1644,3,1,7,2,1942.0,1,312,168,0,0,0,0,0,0,6,2007,11.89478753335453,0,0,0,1,0,0,1,0,0.0,12,12,2030,1.8
469,11428,8,5,2006,2006,248.0,1626,1626,0,1634,3,1,7,1,2006.0,3,866,0,44,0,0,0,0,0,5,2007,12.429220196836383,0,0,1,0,0,0,1,0,1.0,13,1,1634,2.0
470,9291,6,5,1993,1993,120.0,406,832,0,1710,3,1,7,0,1993.0,2,506,144,70,0,0,0,0,0,6,2008,12.138869243416009,0,0,1,0,0,0,1,0,0.0,11,15,2136,2.8
471,6820,8,5,1985,1985,0.0,0,1488,0,1502,1,1,4,0,1985.0,2,528,0,54,0,0,140,0,0,6,2010,12.264346270624157,0,0,1,0,0,0,1,0,1.0,13,25,2990,2.8
472,11952,7,6,1977,1977,0.0,808,808,0,1969,3,1,8,1,1977.0,2,534,0,0,0,0,276,0,0,11,2007,12.154784614286667,0,0,0,1,0,0,0,1,0.0,13,30,1969,2.8
473,3675,6,5,2005,2005,80.0,88,547,0,1072,2,1,5,0,2005.0,2,525,0,28,0,0,0,0,0,6,2008,11.904974309480181,0,0,0,1,0,0,0,1,0.0,11,3,1531,2.0
474,14977,8,5,2006,2007,304.0,626,1976,0,1976,2,1,7,1,2006.0,3,908,250,63,0,0,0,0,0,7,2007,12.994532278619134,0,0,1,0,0,0,1,0,1.0,13,0,3326,3.0
475,5330,8,5,2000,2000,0.0,298,1494,0,1652,2,1,6,0,2000.0,2,499,96,48,0,0,0,0,0,8,2007,12.433212202169729,0,0,1,0,1,0,0,0,1.0,13,7,2848,3.0
476,8480,5,6,1963,1963,0.0,340,970,0,970,2,1,5,0,1996.0,2,624,0,24,0,0,192,0,0,7,2007,11.794345471549745,0,0,0,1,0,0,0,1,0.0,11,44,1600,2.0
477,13125,6,5,1997,1998,215.0,484,1478,0,1493,3,1,7,1,1997.0,2,508,140,39,0,0,0,0,0,4,2008,12.249615734512616,0,0,0,1,0,0,1,0,0.0,11,10,2487,3.0
478,13693,9,5,2006,2006,772.0,2153,2153,0,2643,3,1,9,1,2006.0,3,694,414,84,0,0,0,0,0,3,2007,12.847929163278053,1,0,0,0,1,0,0,0,1.0,14,1,2643,2.8
479,10637,8,5,2007,2008,336.0,417,1705,0,1718,3,1,7,1,2007.0,3,826,208,44,0,0,0,0,0,9,2009,12.601490784782536,0,0,1,0,0,0,1,0,0.0,13,1,3006,3.0
480,5925,4,7,1937,2000,435.0,739,907,0,1131,2,1,7,0,1995.0,2,672,0,72,0,0,0,0,0,3,2007,11.401681006153428,0,0,0,1,0,0,0,1,0.0,11,7,1299,1.0
481,16033,9,5,2004,2005,378.0,572,1833,0,1850,3,1,8,1,2004.0,3,772,519,112,0,0,0,0,0,3,2006,12.694655727828803,0,0,1,0,0,0,1,0,1.0,14,1,3111,3.0
482,11846,9,5,2003,2004,562.0,225,1792,0,1792,2,1,6,1,2003.0,3,874,206,49,0,0,0,0,0,8,2006,12.832013750189885,0,0,1,0,1,0,0,0,1.0,14,2,3359,3.0
